f1_avg_bitrate,f2_avg_bitrate,diff_avg_bitrate,ratio_avg_bitrate,jaccard_unique_artists,jaccard_unique_albums,f1_generic_filename_score,f2_generic_filename_score,diff_generic_filename_score,f1_generic_title_score,f2_generic_title_score,diff_generic_title_score,f1_has_art,f2_has_art,both_has_art,art_hashes_match,comp_file_hash_similarity,comp_file_size_similarity,comp_filename_similarity,comp_title_similarity,comp_album_similarity,comp_artist_similarity,comp_albumartist_similarity,comp_folder_name_similarity,comp_album_art_hash_similarity,comp_duration_similarity,comp_is_identical_by_hash,comp_avg_add_meta_similarity,comp_count_high_add_meta_similarity,target_label,label_source,folder1_path_id,folder2_path_id
32.0,32.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9741865410589062,0.875,0.75,0.0,0.0,0.0,0.2962962962962963,0.0,0.9741864033903471,0.0,1.0,1.0,20.0,gemini_cached,D:\בעלי תשובה\ארז משה דורון\000[074] שלום,D:\בעלי תשובה\ארז משה דורון\064 תמיד תלמיד
32.0,32.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8413229364553519,0.923076923076923,0.8,0.0,0.0,0.0,0.4242424242424242,0.0,0.8,0.0,1.0,1.0,15.0,gemini_cached,D:\בעלי תשובה\ארז משה דורון\001 תיקון הכללי,D:\בעלי תשובה\ארז משה דורון\012 אסור להיות זקן
32.0,32.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8907239276923317,0.8571428571428573,0.8,0.0,0.0,0.0,0.3846153846153846,0.0,0.8907232668108008,0.0,1.0,1.0,15.0,gemini_cached,D:\בעלי תשובה\ארז משה דורון\002 בעל תפילה,D:\בעלי תשובה\ארז משה דורון\029 לראות טוב
32.0,32.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9280689376890854,0.875,0.75,0.0,0.0,0.0,0.3829787234042554,0.0,0.9109904917072764,0.0,1.0,1.0,15.0,gemini_cached,D:\בעלי תשובה\ארז משה דורון\062 להוציא מהכוח אל הפועל,D:\בעלי תשובה\ארז משה דורון\065 שכל פנמי ושכל מקיף
32.0,32.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9244391659382435,0.875,0.75,0.0,0.0,0.0,0.36363636363636365,0.0,0.9244388304624407,0.0,1.0,1.0,15.0,gemini_cached,D:\בעלי תשובה\ארז משה דורון\053 להשתנות,D:\בעלי תשובה\ארז משה דורון\065 שכל פנמי ושכל מקיף
32.0,32.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8971453877592873,0.875,0.75,0.0,0.0,0.0,0.40909090909090906,0.0,0.8971449198923298,0.0,1.0,1.0,15.0,gemini_cached,D:\בעלי תשובה\ארז משה דורון\061 אמת לרחק ואמת לקרב,D:\בעלי תשובה\ארז משה דורון\065 שכל פנמי ושכל מקיף
32.0,32.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9010125389154096,0.875,0.75,0.0,0.0,0.0,0.4,0.0,0.9010120766526162,0.0,1.0,1.0,15.0,gemini_cached,D:\בעלי תשובה\ארז משה דורון\063 מנהיגות יהודית,D:\בעלי תשובה\ארז משה דורון\065 שכל פנמי ושכל מקיף
32.0,32.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9459704214089562,0.875,0.75,0.0,0.0,0.0,0.3076923076923077,0.0,0.9459701700890212,0.0,1.0,1.0,15.0,gemini_cached,D:\בעלי תשובה\ארז משה דורון\062 להוציא מהכוח אל הפועל,D:\בעלי תשובה\ארז משה דורון\064 תמיד תלמיד
320.0,320.0,0.0,1.0,0.0,0.0,0.45042736031577224,0.4637226853878569,0.01329532507208464,0.45042736031577224,0.4626829626472544,0.012255602331482152,0.0,0.0,0.0,0.0,0.0,0.5650996009260406,0.5629768912869105,0.41594096874776715,0.9000000000000002,0.39024390243902435,0.39024390243902435,0.9,0.0,0.27117457810075796,0.0,1.0,1.0,15.0,gemini_cached,D:\בעלי תשובה\יאיר כלב\הרב יאיר כלב ולהקת א גרויסע מציאה\עצם הנשמה,D:\בעלי תשובה\יאיר כלב\עצם הנשמה 3
96.0,96.0,0.0,1.0,0.0,0.0,0.22190442340597138,0.24974139732911663,0.027836973923145242,0.22190442340597138,0.24974139732911663,0.027836973923145242,0.0,0.0,0.0,0.0,0.0,0.6733531160447823,0.6064849753521481,0.4311484851204194,0.7096774193548389,0.7096774193548389,0.7096774193548389,0.19999999999999996,0.0,0.49705740155521233,0.0,1.0,2.0,5.0,gemini_cached,D:\בעלי תשובה\קול אחי\הללו,D:\בעלי תשובה\קול אחי\השקיפה
32.0,32.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9477052392547396,0.8571428571428572,0.6666666666666667,0.0,0.0,0.0,0.4285714285714286,0.0,0.9477049932665078,0.0,1.0,1.0,15.0,gemini_cached,D:\בעלי תשובה\ארז משה דורון\003 שמחה מתוך צער,D:\בעלי תשובה\ארז משה דורון\053 להשתנות
32.0,32.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.917733336917087,0.875,0.75,0.0,0.0,0.0,0.31999999999999995,0.0,0.9177329675378284,0.0,1.0,1.0,15.0,gemini_cached,D:\בעלי תשובה\ארז משה דורון\000[074] שלום,D:\בעלי תשובה\ארז משה דורון\037 ליל הסדר
32.0,32.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9432777678861112,0.8571428571428573,0.6666666666666669,0.0,0.0,0.0,0.4,0.0,0.9291215553774294,0.0,1.0,1.0,15.0,gemini_cached,D:\בעלי תשובה\ארז משה דורון\020 להדבק באין סוף,D:\בעלי תשובה\ארז משה דורון\021 טוב להודות לה
32.0,32.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.972962470990592,0.8571428571428572,0.6666666666666667,0.0,0.0,0.0,0.3448275862068966,0.0,0.9534788316713523,0.0,1.0,1.0,20.0,gemini_cached,D:\בעלי תשובה\ארז משה דורון\003 שמחה מתוך צער,D:\בעלי תשובה\ארז משה דורון\037 ליל הסדר
32.0,32.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8104136786509029,0.8571428571428573,0.8,0.0,0.0,0.0,0.5,0.0,0.7177003896187579,0.0,1.0,1.0,15.0,gemini_cached,D:\בעלי תשובה\ארז משה דורון\000[023] מעלת השמחה,D:\בעלי תשובה\ארז משה דורון\002 בעל תפילה
32.0,32.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8235895141063365,0.923076923076923,0.8,0.0,0.0,0.0,0.37209302325581395,0.0,0.7127526404301427,0.0,1.0,1.0,5.0,gemini_cached,D:\בעלי תשובה\ארז משה דורון\004 זוגיות רוחנית,D:\בעלי תשובה\ארז משה דורון\014 אין שום יאוש בעולם כלל
32.0,32.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9066784841965816,0.875,0.75,0.0,0.0,0.0,0.3902439024390244,0.0,0.7512819410292371,0.0,1.0,1.0,15.0,gemini_cached,D:\בעלי תשובה\ארז משה דורון\032 להמתיק את הדין,D:\בעלי תשובה\ארז משה דורון\052 אין כל חדש תחת השמש
32.0,32.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.861407572710558,0.875,0.75,0.0,0.0,0.0,0.48275862068965514,0.0,0.6974249922386644,0.0,1.0,1.0,25.0,gemini_cached,D:\בעלי תשובה\ארז משה דורון\053 להשתנות,D:\בעלי תשובה\ארז משה דורון\063 מנהיגות יהודית
32.0,32.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9174797054062083,0.8571428571428573,0.6666666666666669,0.0,0.0,0.0,0.3783783783783784,0.0,0.8929236752260546,0.0,1.0,1.0,10.0,gemini_cached,D:\בעלי תשובה\ארז משה דורון\010 ארץ אוכלת יושביה,D:\בעלי תשובה\ארז משה דורון\017 מדטציה יהודית
32.0,32.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8544013202389202,0.875,0.75,0.0,0.0,0.0,0.4545454545454546,0.0,0.7220369524550554,0.0,1.0,1.0,15.0,gemini_cached,D:\בעלי תשובה\ארז משה דורון\036 חנוכה,D:\בעלי תשובה\ארז משה דורון\093 ישוב הדעת
32.0,32.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8867119159929082,0.875,0.75,0.0,0.0,0.0,0.3414634146341463,0.0,0.8,0.0,1.0,1.0,15.0,gemini_cached,D:\בעלי תשובה\ארז משה דורון\000[068] להאמין בעצמו,D:\בעלי תשובה\ארז משה דורון\038 לשלוט על המלאכים
32.0,32.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8644186910329783,0.875,0.75,0.0,0.0,0.0,0.4666666666666666,0.0,0.6958733600211905,0.0,1.0,1.0,15.0,gemini_cached,D:\בעלי תשובה\ארז משה דורון\037 ליל הסדר,D:\בעלי תשובה\ארז משה דורון\063 מנהיגות יהודית
32.0,32.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9469206956637586,0.8,0.5714285714285714,0.0,0.0,0.0,0.5161290322580645,0.0,0.9469204814971826,0.0,1.0,1.0,15.0,gemini_cached,D:\בעלי תשובה\ארז משה דורון\037 ליל הסדר,D:\בעלי תשובה\ארז משה דורון\060 לבטל את היסורים
32.0,32.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7814983279399724,0.9333333333333332,0.6666666666666667,0.0,0.0,0.0,0.4516129032258065,0.0,0.7672445889379094,0.0,1.0,1.0,15.0,gemini_cached,D:\בעלי תשובה\ארז משה דורון\002 בעל תפילה,D:\בעלי תשובה\ארז משה דורון\032 להמתיק את הדין
32.0,32.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7891351017395546,0.9333333333333332,0.6666666666666667,0.0,0.0,0.0,0.38888888888888884,0.0,0.789133705444638,0.0,1.0,1.0,15.0,gemini_cached,D:\בעלי תשובה\ארז משה דורון\052 אין כל חדש תחת השמש,D:\בעלי תשובה\ארז משה דורון\002 בעל תפילה
32.0,32.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6121631656184684,0.875,0.75,0.0,0.0,0.0,0.4516129032258065,0.0,0.45725776833415316,0.0,1.0,1.0,15.0,gemini_cached,D:\בעלי תשובה\ארז משה דורון\093 ישוב הדעת,D:\בעלי תשובה\ארז משה דורון\032 להמתיק את הדין
32.0,32.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9366116602016168,0.75,0.5,0.0,0.0,0.0,0.21052631578947367,0.0,0.9172156153368464,0.0,1.0,1.0,15.0,gemini_cached,D:\בעלי תשובה\ארז משה דורון\062 להוציא מהכוח אל הפועל,D:\בעלי תשובה\ארז משה דורון\000[074] שלום
32.0,32.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6666666666666667,0.3571428571428571,0.0,0.0,0.0,0.3703703703703704,0.0,1.0,0.0,1.0,1.0,25.0,gemini_cached,D:\בעלי תשובה\ארז משה דורון\037 ליל הסדר,D:\בעלי תשובה\ארז משה דורון\032 תשובה מאהבה
128.0,128.0,0.0,1.0,0.0,0.0,1.0,0.39919417184261435,0.6008058281573856,0.3076843579947969,0.25183269050770285,0.055851667487094026,0.0,0.0,0.0,0.0,0.0,1.0,0.20431400024466395,0.5798756149633343,0.0,0.0,0.0,0.8333333333333335,0.0,1.0,0.0,1.0,1.0,95.0,gemini_cached,D:\בעלי תשובה\מיקי רוזנבאום\פסיפס,D:\בעלי תשובה\מיקי רוזנבאום\פסיפס-2
32.0,32.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8086970118126866,0.8571428571428573,0.6666666666666667,0.0,0.0,0.0,0.5185185185185186,0.0,0.6742334239433656,0.0,1.0,1.0,5.0,gemini_cached,D:\בעלי תשובה\ארז משה דורון\029 לראות טוב,D:\בעלי תשובה\ארז משה דורון\025 שלוש אהבות
32.0,32.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6666666666666667,0.3571428571428571,0.0,0.0,0.0,0.3846153846153846,0.0,1.0,0.0,1.0,1.0,95.0,gemini_cached,D:\בעלי תשובה\ארז משה דורון\032 תשובה מאהבה,D:\בעלי תשובה\ארז משה דורון\053 להשתנות
32.0,32.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6699943894573124,0.8571428571428573,0.6666666666666667,0.0,0.0,0.0,0.4516129032258065,0.0,0.56472309645939,0.0,1.0,1.0,18.0,gemini_cached,D:\בעלי תשובה\ארז משה דורון\012 אסור להיות זקן,D:\בעלי תשובה\ארז משה דורון\029 לראות טוב
32.0,32.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7574633197027637,0.8571428571428573,0.6666666666666667,0.0,0.0,0.0,0.36363636363636365,0.0,0.6446076372468332,0.0,1.0,1.0,15.0,gemini_cached,D:\בעלי תשובה\ארז משה דורון\000[023] מעלת השמחה,D:\בעלי תשובה\ארז משה דורון\025 שלוש אהבות
32.0,32.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6583635281906617,0.875,0.75,0.0,0.0,0.0,0.3448275862068966,0.0,0.4395913174118934,0.0,1.0,1.0,10.0,gemini_cached,D:\בעלי תשובה\ארז משה דורון\036 חנוכה,D:\בעלי תשובה\ארז משה דורון\038 לשלוט על המלאכים
32.0,32.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.975105152160794,0.8,0.5714285714285714,0.0,0.0,0.0,0.3571428571428571,0.0,0.9601435260686519,0.0,1.0,1.0,15.0,gemini_cached,D:\בעלי תשובה\ארז משה דורון\000[023] מעלת השמחה,D:\בעלי תשובה\ארז משה דורון\036 חנוכה
32.0,32.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.75,0.5,0.0,0.0,0.0,0.31818181818181823,0.0,1.0,0.0,1.0,1.0,15.0,gemini_cached,D:\בעלי תשובה\ארז משה דורון\052 אין כל חדש תחת השמש,D:\בעלי תשובה\ארז משה דורון\000[068] להאמין בעצמו
32.0,32.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5041015493014935,0.923076923076923,0.8,0.0,0.0,0.0,0.4285714285714286,0.0,0.43513159134767765,0.0,1.0,1.0,5.0,gemini_cached,D:\בעלי תשובה\ארז משה דורון\025 שלוש אהבות,D:\בעלי תשובה\ארז משה דורון\005 ניקוי הראש
32.0,32.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7458169541803898,0.8571428571428573,0.6666666666666667,0.0,0.0,0.0,0.5,0.0,0.5325758512203049,0.0,1.0,1.0,15.0,gemini_cached,D:\בעלי תשובה\ארז משה דורון\025 שלוש אהבות,D:\בעלי תשובה\ארז משה דורון\012 אסור להיות זקן
32.0,32.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8508191802308154,0.75,0.5,0.0,0.0,0.0,0.35,0.0,0.8508181141353803,0.0,1.0,1.0,15.0,gemini_cached,D:\בעלי תשובה\ארז משה דורון\000[068] להאמין בעצמו,D:\בעלי תשובה\ארז משה דורון\079 הגיע זמן הגאולה
32.0,32.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6853448503297936,0.875,0.75,0.0,0.0,0.0,0.3870967741935484,0.0,0.38449714316279104,0.0,1.0,1.0,10.0,gemini_cached,D:\בעלי תשובה\ארז משה דורון\000[074] שלום,D:\בעלי תשובה\ארז משה דורון\034 אש רוח מים עפר
32.0,32.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9307793758319052,0.8,0.5714285714285714,0.0,0.0,0.0,0.4390243902439024,0.0,0.9307790682585838,0.0,1.0,1.0,15.0,gemini_cached,D:\בעלי תשובה\ארז משה דורון\061 אמת לרחק ואמת לקרב,D:\בעלי תשובה\ארז משה דורון\060 לבטל את היסורים
32.0,32.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8887676488866723,0.8,0.5714285714285714,0.0,0.0,0.0,0.5,0.0,0.7682998273689668,0.0,1.0,1.0,15.0,gemini_cached,D:\בעלי תשובה\ארז משה דורון\012 אסור להיות זקן,D:\בעלי תשובה\ארז משה דורון\032 להמתיק את הדין
32.0,32.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7335481567893549,0.8333333333333336,0.5,0.0,0.0,0.0,0.4375,0.0,0.7335467276977731,0.0,1.0,1.0,5.0,gemini_cached,D:\בעלי תשובה\ארז משה דורון\001 תיקון הכללי,D:\בעלי תשובה\ארז משה דורון\004 זוגיות רוחנית
32.0,32.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9713121608297137,0.8,0.5714285714285714,0.0,0.0,0.0,0.375,0.0,0.9713120083384698,0.0,1.0,1.0,15.0,gemini_cached,D:\בעלי תשובה\ארז משה דורון\060 לבטל את היסורים,D:\בעלי תשובה\ארז משה דורון\000[074] שלום
32.0,32.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9735363867555654,0.8,0.5714285714285714,0.0,0.0,0.0,0.3902439024390244,0.0,0.9735362450179382,0.0,1.0,1.0,15.0,gemini_cached,D:\בעלי תשובה\ארז משה דורון\060 לבטל את היסורים,D:\בעלי תשובה\ארז משה דורון\065 שכל פנמי ושכל מקיף
32.0,32.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9046516513328211,0.8,0.5714285714285714,0.0,0.0,0.0,0.4324324324324324,0.0,0.8842050973209794,0.0,1.0,1.0,15.0,gemini_cached,D:\בעלי תשובה\ארז משה דורון\060 לבטל את היסורים,D:\בעלי תשובה\ארז משה דורון\063 מנהיגות יהודית
32.0,32.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8,0.5714285714285714,0.0,0.0,0.0,0.36363636363636365,0.0,1.0,0.0,1.0,1.0,15.0,gemini_cached,D:\בעלי תשובה\ארז משה דורון\064 תמיד תלמיד,D:\בעלי תשובה\ארז משה דורון\060 לבטל את היסורים
32.0,32.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7861310512971118,0.8571428571428573,0.8,0.0,0.0,0.0,0.4444444444444444,0.0,0.6798425604103308,0.0,1.0,1.0,5.0,gemini_cached,D:\בעלי תשובה\ארז משה דורון\002 בעל תפילה,D:\בעלי תשובה\ארז משה דורון\025 שלוש אהבות
32.0,32.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7444459456173224,0.8571428571428573,0.6666666666666669,0.0,0.0,0.0,0.5294117647058824,0.0,0.44206068556292494,0.0,1.0,1.0,15.0,gemini_cached,D:\בעלי תשובה\ארז משה דורון\017 מדטציה יהודית,D:\בעלי תשובה\ארז משה דורון\021 טוב להודות לה
32.0,32.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8752959571543208,0.7692307692307692,0.5,0.0,0.0,0.0,0.33333333333333337,0.0,0.7793902692682346,0.0,1.0,1.0,15.0,gemini_cached,D:\בעלי תשובה\ארז משה דורון\004 זוגיות רוחנית,D:\בעלי תשובה\ארז משה דורון\002 בעל תפילה
32.0,32.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7861740678823013,0.8,0.5714285714285714,0.0,0.0,0.0,0.4375,0.0,0.6792839356882836,0.0,1.0,1.0,15.0,gemini_cached,D:\בעלי תשובה\ארז משה דורון\025 שלוש אהבות,D:\בעלי תשובה\ארז משה דורון\032 להמתיק את הדין
32.0,32.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8970752635494588,0.75,0.5,0.0,0.0,0.0,0.3783783783783784,0.0,0.75,0.0,1.0,1.0,10.0,gemini_cached,D:\בעלי תשובה\ארז משה דורון\062 להוציא מהכוח אל הפועל,D:\בעלי תשובה\ארז משה דורון\037 ליל הסדר
